Name,Netflows,First_Protocol,Second_Protocol,Third_Protocol,p1_d,p2_d,p3_d,duration,max_d,min_d,#packets,Avg_bps,Avg_pps,Avg_bpp,#Bytes,#sp,#dp,first_sp,second_sp,third_sp,first_dp,second_dp,third_dp,p1_ip,p2_ip,p3_ip,p1_ib,p2_ib,p3_ib,Type
1046-csves/0.csv,48,TCP,UDP,,0.0,43.55200000000001,104.23575,2817.922,149.496,0.0,231,1321,1,127,29493,24,21,123,443,80,123,443,80,1.0,4.0,5.25,48.0,156.0,248.0,not_mine
1046-csves/1.csv,69,TCP,UDP,,0.0,0.002,5.597,642.053,45.688,0.0,5196,369764,51,891,4632363,30,28,443,80,53,443,80,53,1.0,2.0,6.0,32.0,64.0,696.0,not_mine
1047-csves/0.csv,270,TCP,UDP,,0.0,0.374,19.166249999999998,3265.3520000000008,60.743,0.0,2454,116253,37,391,961682,129,144,443,53,123,443,53,123,1.0,4.0,12.0,58.75,292.0,3842.5,not_mine
1047-csves/1.csv,383,TCP,UDP,,45.046,61.516,104.945,28825.679,180.17,0.0,7733,146927,26,704,5451523,114,103,443,80,123,443,80,123,2.0,5.0,7.0,64.0,160.0,702.5,not_mine
1048-csves/0.csv,81,TCP,UDP,,0.0,44.025,45.786,2247.914,120.003,0.0,5212,161328,22,882,4599611,31,24,443,80,123,443,80,1900,1.0,2.0,4.0,40.0,52.0,696.0,not_mine
1048-csves/1.csv,29,TCP,UDP,,0.0,45.056,60.003,1146.467,104.686,0.0,95,789,0,117,11173,15,13,123,443,80,123,443,80,1.0,3.0,4.0,48.0,60.0,160.0,not_mine
1049-csves/0.csv,139,TCP,UDP,,13.295,13.856,45.056,3297.897,60.003,0.0,484,2045,4,54,26516,74,72,443,80,53,443,80,1900,2.0,4.0,4.0,64.0,128.0,184.0,not_mine
1049-csves/1.csv,649,TCP,UDP,,0.0,0.0,0.101,5647.5689999999995,65.832,0.0,7956,236831,41,711,5662226,138,137,443,53,80,443,53,80,1.0,1.0,2.0,32.0,32.0,64.0,not_mine
1050-csves/0.csv,125,TCP,UDP,,57.8,58.858,90.112,7667.772999999999,120.857,0.0,535,1893,4,57,30713,65,63,443,80,123,443,80,123,3.0,4.0,5.0,96.0,140.0,216.0,not_mine
1050-csves/1.csv,493,TCP,UDP,,0.0,0.0,13.693,6083.097,101.62,0.0,9597,329670,57,722,6931604,135,132,443,53,80,443,53,80,1.0,1.0,10.0,32.0,40.0,1664.0,not_mine
1051-csves/0.csv,51,TCP,UDP,,0.0,3.027,104.27199999999999,2733.0319999999997,184.253,0.0,186,956,1,118,22102,26,21,123,443,80,123,443,1900,1.0,3.0,5.0,48.0,84.0,174.0,not_mine
1051-csves/1.csv,72,TCP,UDP,,0.0,0.317,32.73525,1059.53,51.724,0.0,4753,348446,45,960,4566743,31,29,443,80,123,443,80,123,1.0,2.0,4.25,40.0,64.0,134.0,not_mine
1052-csves/0.csv,55,TCP,UDP,,0.0,0.26,45.045,867.8199999999998,60.004,0.0,5243,406947,58,874,4587115,32,31,443,80,53,443,80,53,1.0,2.0,9.5,40.0,64.0,1012.0,not_mine
1052-csves/1.csv,57,TCP,UDP,,0.504,103.89,147.414,4492.0419999999995,194.108,0.0,253,853,1,86,21795,29,24,123,443,80,123,443,80,2.0,4.0,5.0,54.0,132.0,248.0,not_mine
1053-csves/0.csv,13,UDP,,,0.0,0.0,0.0,2.001,2.001,0.0,14,97,0,49,690,8,8,53,60200,5353,53,60200,5353,1.0,1.0,1.0,37.0,48.0,55.0,not_mine
1053-csves/1.csv,68,TCP,UDP,,0.0,20.1105,194.96249999999998,6330.726,240.256,0.0,5371,124785,18,859,4618718,33,29,443,123,80,443,123,80,1.0,4.0,21.25,48.0,208.0,1862.5,not_mine
1054-csves/0.csv,311,TCP,UDP,,0.0,0.0,13.4195,3877.2439999999997,92.124,0.0,5644,125700,18,827,4668481,50,45,443,80,123,443,80,123,1.0,1.0,3.0,32.0,32.0,96.0,not_mine
1055-csves/0.csv,313,TCP,UDP,,0.0,0.0,7.081,3944.2969999999996,92.093,0.0,7310,245553,39,785,5738802,95,95,443,53,80,443,53,80,1.0,1.0,5.0,32.0,44.0,685.0,not_mine
1055-csves/1.csv,66,TCP,UDP,,17.5705,27.2735,58.22625,2415.287,104.401,0.0,283,1239,2,63,17929,36,35,443,80,123,443,80,1900,4.0,4.0,5.0,92.25,128.0,182.25,not_mine
1056-csves/0.csv,839,TCP,UDP,,0.0,0.0,6.5745000000000005,7813.769,73.169,0.0,11196,354394,63,697,7808514,231,229,443,53,80,443,53,80,1.0,1.0,5.0,32.0,36.0,593.5,not_mine
1056-csves/1.csv,177,TCP,UDP,,45.065,59.687,90.118,11133.9,105.656,0.0,647,2584,5,60,39359,92,88,443,80,123,443,80,123,3.0,3.0,5.0,64.0,96.0,188.0,not_mine
1057-csves/0.csv,267,TCP,UDP,,0.0,1.453,45.12,5881.203,97.833,0.0,7587,355888,61,725,5502481,133,133,443,53,80,443,53,80,1.0,3.0,10.0,64.0,141.0,1509.0,not_mine
1057-csves/1.csv,131,TCP,UDP,,9.9985,45.03,103.773,9008.957,276.927,0.0,858,2295,2,99,85042,64,62,443,80,123,443,80,123,4.0,6.0,7.0,160.0,216.0,731.0,not_mine
1058-csves/0.csv,60,TCP,UDP,,1.0022499999999999,104.7635,138.38025,5179.280000000001,194.976,0.0,290,908,1,81,23733,33,29,443,123,80,443,123,80,3.0,4.5,6.0,99.0,160.0,248.0,not_mine
1058-csves/1.csv,87,TCP,UDP,,0.0,0.0,0.448,327.3169999999999,51.15,0.0,5330,423467,59,886,4725263,36,35,443,80,5353,443,80,5353,1.0,1.0,3.0,32.0,53.0,120.0,not_mine
1059-csves/0.csv,11,UDP,TCP,,0.0,0.0,0.0005,5.993,3.004,0.0,17,198,0,75,1291,8,8,53,56676,5353,53,45282,5353,1.0,1.0,1.5,38.0,53.0,86.0,not_mine
1059-csves/1.csv,50,TCP,UDP,,3.00425,49.097,167.779,4308.813,240.25,0.0,5261,124896,17,875,4606493,25,20,443,80,123,443,80,123,3.0,5.0,20.0,96.0,234.0,1865.5,not_mine
1060-csves/0.csv,216,TCP,UDP,,0.0,11.5415,45.08225,5627.529,135.168,0.0,19341,586297,65,1114,21547328,46,41,443,80,123,443,80,1900,1.0,2.0,4.0,32.0,64.0,153.0,not_mine
1060-csves/1.csv,18,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,18,153,0,57,1034,10,10,53,58991,34348,53,58991,34348,1.0,1.0,1.0,37.5,52.0,67.0,not_mine
1061-csves/0.csv,58,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,58,5224,8,73,4239,29,31,53,58951,59161,53,58951,41172,1.0,1.0,1.0,35.25,47.5,104.75,not_mine
1061-csves/1.csv,825,TCP,UDP,,0.0,14.752,47.04,28217.807999999997,252.884,0.0,11162,184756,37,619,6911292,231,228,443,53,80,443,53,80,1.0,3.0,8.0,40.0,96.0,987.0,not_mine
1062-csves/0.csv,321,TCP,UDP,,0.0,0.0,0.0,1684.449,61.666,0.0,6370,193957,30,796,5071678,70,68,443,80,53,443,80,53,1.0,1.0,2.0,32.0,32.0,77.0,not_mine
1062-csves/1.csv,71,TCP,UDP,,11.8585,13.907,45.056,1924.3970000000002,90.112,0.0,235,1087,1,70,16557,39,38,443,80,5353,443,80,1900,2.0,3.0,4.0,64.0,96.0,184.0,not_mine
1063-csves/0.csv,87,TCP,UDP,,10.48,14.231,45.056,2547.0469999999996,103.092,0.0,246,1139,2,62,15291,48,46,443,80,123,443,80,1900,2.0,2.0,4.0,64.0,64.0,158.0,not_mine
1063-csves/1.csv,387,TCP,UDP,,0.0,0.0,45.056,8241.17,137.706,0.0,8229,260701,43,755,6220797,105,103,443,53,80,443,53,80,1.0,1.0,5.0,32.0,44.0,262.0,not_mine
1064-csves/0.csv,107,TCP,UDP,,0.0015,39.161,45.68,3065.325,80.64,0.0,5277,206578,29,870,4592155,46,43,80,443,53,80,443,1900,2.0,2.0,3.0,52.5,64.0,96.0,not_mine
1064-csves/1.csv,37,TCP,UDP,,0.0,3.003,64.74,1221.638,137.14,0.0,143,752,0,108,15478,20,18,80,123,443,80,123,443,1.0,3.0,5.0,32.0,64.0,248.0,not_mine
1065-csves/0.csv,77,TCP,UDP,,73.728,104.329,147.888,7206.394,180.004,0.0,391,1221,2,73,28639,43,39,443,80,123,443,80,1900,4.0,5.0,6.0,128.0,192.0,248.0,not_mine
1065-csves/1.csv,111,TCP,UDP,,0.0,6.239,45.0595,2025.8690000000001,47.017,0.0,5231,337086,47,877,4592003,48,47,443,80,53,443,80,53,1.0,2.0,3.0,32.0,64.0,108.0,not_mine
1066-csves/0.csv,35,TCP,UDP,,3.0025,135.155,170.35,3718.507,240.435,0.0,4748,122830,16,952,4522354,20,16,80,123,443,80,123,443,4.0,4.0,14.5,80.0,160.0,1275.0,not_mine
1066-csves/1.csv,31,TCP,UDP,,0.0,3.002,45.06,549.0600000000001,60.003,0.0,260,6845,2,289,75154,20,19,53,80,443,53,80,443,1.0,2.0,3.5,40.0,55.0,408.0,not_mine
1067-csves/0.csv,6,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,6,3707,9,49,298,4,4,53,47654,38984,53,47654,38984,1.0,1.0,1.0,37.5,46.0,54.5,not_mine
1067-csves/1.csv,106,TCP,UDP,,1.429,193.234,194.935,14164.287,270.862,0.0,6005,131294,20,817,4907154,56,46,443,123,80,443,5355,123,4.0,7.0,8.0,167.0,251.5,345.0,not_mine
